str_no_string|NO STRING!
str_retirement_text_6|你 在 你 的 冒 险 生 涯 中 精 明 地 存 下 钱 来 ， 而 现 在 你 的 银 子 和 你 的 聪 明 才 智 让 你 进 行 了 一 些 极 好 的 投 资 来 巩 固 你 的 未 来 。 收 购 了 {s9}城 的 几 个 铺 子 和 仓 库 之 后 ， 你 的 机 智 让 你 成 为 城 里 最 为 卓 越 的 商 人 之 一 ， 并 且 你 很 快 成 为 一 个 富 有 的 {人 /人 }， 你 的 贸 易 帝 国 就 像 你 的 战 争 事 迹 一 样 闻 名 。 
str_retirement_text_7|作 为 一 个 有 封 地 的 贵 族 ， 不 管 封 地 有 多 小 ， 你 的 未 来 也 差 不 多 可 以 确 定 了 。 你 迁 入 了 你 的 领 地 {s7}， 主 宰 着 村 庄 和 农 田 ， 支 配 着 地 方 法 院 并 且 向 你 的 君 主 履 行 着 你 的 义 务 。 有 时 候 你 的 君 主 召 集 你 并 且 在 他 的 战 役 中 听 命 ， 但 是 这 些 日 常 工 作 还 是 简 单 的 ， 而 你 再 也 没 有 真 正 回 到 你 年 轻 时 候 的 冒 险 经 历 。 你 已 经 置 下 大 笔 财 富 。 因 为 拥 有 自 己 的 领 主 大 厅 和 领 地 ， 除 了 你 健 康 的 体 魄 和 自 己 的 领 地 所 能 给 予 给 你 的 以 外 ， 你 也 没 有 别 的 奢 求 了 。 
str_retirement_text_8|毫 无 疑 问 ， 你 为 你 自 己 做 的 非 常 好 。 你 广 阔 的 领 地 和 积 累 的 财 富 足 够 保 证 你 在 余 下 的 日 子 里 过 着 富 足 而 省 心 的 生 活 。 退 休 在 你 的 封 地 {s8}， 你 改 变 你 的 冒 险 生 涯 而 转 向 政 治 ， 很 快 你 就 在 你 君 主 的 王 国 里 面 建 立 了 自 己 相 当 可 观 的 权 威 。 随 着 自 己 的 兴 趣 爱 好 忙 碌 ， 在 自 己 的 林 地 里 打 猎 ， 在 领 主 大 厅 里 大 摆 宴 席 ， 以 及 吹 嘘 着 上 百 个 耐 听 的 战 争 事 迹 ， 你 无 忧 无 虑 地 让 剩 余 的 每 一 年 都 过 的 有 滋 有 味 。 
str_retirement_text_9|作 为 你 得 力 和 忠 心 服 务 的 回 报 ， 你 的 君 主 宣 布 你 被 授 予 一 个 世 袭 的 头 衔 ， 加 入 了 士 族 最 显 赫 的 贵 族 圈 。 很 快 你 完 成 了 作 为 {s7}男 爵 的 授 勋 仪 式 ， 并 且 你 成 为 了 你 君 主 的 近 臣 和 副 手 之 一 。 你 蕴 藏 的 声 望 给 予 了 你 很 多 无 形 的 影 响 力 进 而 成 为 你 公 开 的 政 治 能 力 。 现 在 你 在 权 力 游 戏 之 中 消 磨 时 光 ， 管 理 着 你 巨 大 的 封 地 ， 并 且 叙 述 着 当 年 的 冒 险 与 光 荣 。 
str_retirement_text_10|尽 管 你 出 身 卑 微 ， 你 的 君 主 却 对 你 尊 重 有 加 ， 当 他 赐 予 你 {s9}城 的 {伯 爵 /女 伯 爵 }世 袭 头 衔 的 时 候 在 当 地 士 族 中 引 起 了 轩 然 大 波 。 巨 大 的 封 地 和 财 富 现 在 供 你 支 配 。 你 很 快 成 为 了 你 的 君 主 最 信 任 的 谋 臣 ， 几 乎 和 他 平 起 平 坐 并 且 处 理 他 领 土 的 大 部 分 事 务 ， 而 且 作 为 日 本 最 有 权 势 的 角 色 你 在 你 那 光 彩 夺 目 的 宫 殿 里 安 放 了 一 个 与 之 相 配 的 王 座 。 
str_loot_village|攻 击 无 辜 的 村 民 
str_steal_from_villagers|偷 窃 贫 穷 村 民 的 东 西 
str_rob_caravan|抢 夺 商 队 
str_sell_slavery|买 卖 人 口 
str_men_hungry|部 队 缺 少 食 物 
str_men_unpaid|不 够 支 付 薪 水 给 部 队 
str_excessive_casualties|让 每 场 战 斗 在 我 方 来 说 只 是 用 敌 人 鲜 血 洗 澡 
str_surrender|投 降 
str_flee_battle|逃 跑 
str_pay_bandits|缴 过 路 费 
str_fail_quest|一 个 以 荣 誉 担 保 的 任 务 失 败 了 
str_squander_money|托 管 的 钱 被 浪 费 了 
str_murder_merchant|我 们 将 自 己 陷 于 冷 血 的 谋 杀 
str_round_up_serfs|代 表 贵 族 围 捕 奴 隶 
str_battle_fate_1|战 斗 最 激 烈 的 时 刻 我 们 分 散 了 
str_battle_fate_2|我 受 了 重 伤 ， 躺 着 等 死 
str_battle_fate_3|我 被 击 昏 了 
str_battle_fate_4|我 被 俘 虏 并 悬 出 赎 金 
str_battle_fate_5|我 被 俘 虏 ， 不 久 找 了 个 机 会 逃 跑 了 
str_npc_morale_report|我 {s6}你 选 择 的 同 伴 ， {s7}你 的 领 导 风 格 ， {s8}现 在 总 体 的 情 况 
str_happy|喜 欢 
str_content|满 足 于 
str_concerned|关 心 
str_not_happy|一 点 都 不 喜 欢 
str_miserable|特 别 害 怕 
str_morale_reg1|士 气 ， {reg1}
str_bar_enthusiastic|热 情 
str_bar_content|满 足 
str_bar_weary|厌 倦 
str_bar_disgruntled|不 满 
str_bar_miserable|害 怕 
str_here_plus_space|这 里 
str_npc1_intro|你 好 ， {先 生 /女 士 }  。 请 喝 一 杯 。 
str_npc2_intro|你 好 ， { 先 生 / 女 士 } 。 你 不 会 碰 巧 在 找 剑 术 教 练 吧 ？ 或 者 是 花 匠 ？ 
str_npc3_intro|上 午 好 ！ 
str_npc4_intro|你 好 ， 我 叫 权 之 助 ， 是 最 古 老 ， 最 受 敬 仰 的 神 道 梦 想 流 的 传 人 
str_npc5_intro|你 好 ， 朋 友 。 愿 意 跟 我 喝 杯 酒 吗 ？ 
str_npc6_intro|我 真 失 败 。 。 。 真 迷 茫 。 。 。 
str_npc7_intro|嗯 ， 怎 么 了 ？ 顺 便 说 下 ， 离 我 远 点 。 
str_npc8_intro|你 有 什 么 事 吗 ？ 
str_npc9_intro|嘿 ， 那 边 的 {帅 哥 /小 姐 } 。 能 否 赏 脸 买 杯 清 酒 给 我 。 
str_npc10_intro|嘿 ， 你 好 ， {老 兄 /大 姐 } ！ 为 所 有 铁 炮 的 巨 响 而 喝 彩 ， 为 所 有 武 士 的 灭 亡 而 干 杯 
str_npc11_intro|嘿 ， 旅 行 者 ， 你 不 会 碰 巧 在 找 人 替 你 跟 踪 谁 吧 ？ 
str_npc12_intro|你 好 ， 年 轻 人 ， 或 许 你 能 帮 到 我 。 
str_npc13_intro|你 好 ， 朋 友 。 我 是 照 代 。 你 肯 定 听 说 过 我 。 
str_npc14_intro|嗯 ？ 你 想 干 什 么 
str_npc15_intro|你 好 ， 朋 友 。 你 在 将 来 一 段 时 间 会 去 城 里 一 趟 么 ？ 
str_npc16_intro|你 好 。 从 你 的 样 子 来 看 ， 我 觉 得 你 会 在 不 久 之 后 参 加 某 种 战 斗 。 你 是 碰 巧 出 来 寻 找 什 么 帮 助 的 吗 ？ 
str_npc17_intro|你 想 干 什 么 ？ 
str_npc18_intro|你 好 ， 旅 行 者 ！ 你 来 自 那 个 国 家 ？ 
str_npc19_intro|你 好 
str_npc20_intro|内 边 的 ， 给 我 买 杯 酒 。 
str_npc21_intro|啊 ！ 你 知 道 在 这 个 鸟 不 拉 屎 的 国 家 哪 里 才 能 买 到 肉 吗 ？ 我 以 前 觉 得 西 班 牙 人 把 我 当 奴 隶 看 待 并 且 不 许 我 周 五 吃 肉 就 够 可 怕 了 ， 但 是 和 现 在 的 情 况 相 比 根 本 不 值 一 提 。 
str_npc22_intro|倭 人 ， 你 在 看 什 么 ？ 
str_npc23_intro|你 好 ， 尊 敬 的 {先 生 /女 士 }!
str_npc1_intro_response_1|这 是 因 为 什 么 ？ 
str_npc2_intro_response_1|你 怎 么 啦 ？ 
str_npc3_intro_response_1|你 好 ？ 。 。 。 
str_npc4_intro_response_1|嗯 ， 不 过 我 从 来 没 听 说 过 什 么 神 道 梦 想 流 
str_npc5_intro_response_1|这 是 当 然 。 跟 谁 一 起 喝 酒 更 有 感 觉 ？ 
str_npc6_intro_response_1|我 的 朋 友 ， 什 么 事 情 让 你 沮 丧 至 此 ？ 
str_npc7_intro_response_1|我 很 抱 歉 ， 我 只 是 想 说 你 只 是 运 气 差 了 点 。 
str_npc8_intro_response_1|仅 仅 是 为 消 磨 点 时 间 ， 兄 弟 ， 如 果 你 没 有 其 他 事 情 要 忙 的 话 。 
str_npc9_intro_response_1|也 许 吧 。 有 什 么 要 紧 事 ？ 
str_npc10_intro_response_1|为 什 么 你 那 样 说 ， 先 生 ？ 
str_npc11_intro_response_1|此 话 怎 讲 ？ 
str_npc12_intro_response_1|怎 么 了 ？ 
str_npc13_intro_response_1|嗯 。 。 。 我 不 这 么 想 。 
str_npc14_intro_response_1|如 果 你 想 和 年 轻 人 聊 聊 的 话 ， 我 可 以 陪 你 会 
str_npc15_intro_response_1|是 的 。 你 所 关 心 的 是 什 么 ， 我 可 以 问 问 吗 ？ 
str_npc16_intro_response_1|我 也 许 会 。 那 你 的 故 事 呢 ？ 
str_npc17_intro_response_1|冷 静 点 ， 我 只 是 想 和 你 聊 聊 
str_npc18_intro_response_1|什 么 ？ 我 是 土 生 土 长 的 日 本 人 
str_npc19_intro_response_1|你 好 
str_npc20_intro_response_1|怎 么 了 ？ 
str_npc21_intro_response_1|我 明 白 你 的 意 思 ， 兄 弟 
str_npc22_intro_response_1|倭 人 ？ 。 。 。 
str_npc23_intro_response_1|你 也 好 ， 先 生 ， 你 看 上 去 像 个 军 官 ？ 
str_npc1_intro_response_2|我 觉 得 不 合 适 。 
str_npc2_intro_response_2|我 还 有 些 更 重 要 的 事 情 要 做 。 
str_npc3_intro_response_2|趁 现 在 赶 紧 滚 ， 我 还 有 活 要 干 。 
str_npc4_intro_response_2|嗯 ？ 不 ， 谢 谢 。 我 们 什 么 都 不 需 要 。 
str_npc5_intro_response_2|我 还 有 些 更 重 要 的 事 情 要 做 。 
str_npc6_intro_response_2|毫 无 疑 问 。 好 运 将 接 连 而 至 。 
str_npc7_intro_response_2|好 吧 ， 我 再 也 不 会 麻 烦 你 了 。 
str_npc8_intro_response_2|没 事 ， 我 现 在 没 心 情 找 乐 子 。 祝 你 好 运 ！ 
str_npc9_intro_response_2|你 自 己 喝 去 吧 。 
str_npc10_intro_response_2|这 是 叛 国 者 的 言 辞 ， 我 不 想 再 听 到 这 些 。 滚 一 边 去 吧 ！ 
str_npc11_intro_response_2|后 退 一 步 ， 离 我 的 钱 包 远 点 
str_npc12_intro_response_2|对 不 起 ， 我 还 有 些 要 紧 事 得 先 处 理 。 
str_npc13_intro_response_2|不 ， 我 不 大 想 跟 你 这 样 的 人 交 朋 友 。 
str_npc14_intro_response_2|没 事 。 打 扰 了 
str_npc15_intro_response_2|如 果 你 少 管 闲 事 ， 我 会 感 激 不 尽 的 ， 先 生 。 
str_npc16_intro_response_2|少 管 闲 事 ， 小 姐 。 
str_npc17_intro_response_2|我 从 来 没 做 过 。 
str_npc18_intro_response_2|(东 张 西 望 ) 。 
str_npc19_intro_response_2|再 见 
str_npc20_intro_response_2|滚 
str_npc21_intro_response_2|吃 四 条 腿 活 物 的 都 是 蛮 子 。 
str_npc22_intro_response_2|没 什 么 夫 人 ， 我 现 在 要 去 别 处 转 转 。 
str_npc23_intro_response_2|别 烦 我 。 
str_npc1_backstory_a|哎 ， 我 刚 设 法 摆 脱 了 我 的 主 家 ， 我 的 {大 人 /夫 人 }， 这 次 我 重 获 自 由 ， 我 一 定 要 大 展 宏 图 
str_npc2_backstory_a|这 是 一 个 悲 惨 的 故 事 ， 先 生 。 
str_npc3_backstory_a|上 帝 ， 我 爱 这 个 国 家 
str_npc4_backstory_a|这 样 啊 ？ 或 许 我 该 原 谅 你 的 无 知 。 。 。 道 场 很 远 ， 在 山 上 。 
str_npc5_backstory_a|我 是 洪 美 玲 ， 来 自 长 江 口 的 江 苏 省 。 如 果 你 不 是 蛮 子 ， 你 可 能 会 从 我 的 出 身 中 知 道 我 是 汉 人 ， 你 也 可 能 会 猜 到 我 为 什 么 离 家 这 么 远 。 
str_npc6_backstory_a|我 有 一 个 天 下 太 平 的 愿 景 ， 但 我 不 知 道 如 何 才 能 实 现 。 我 相 信 每 个 人 都 有 这 种 感 觉 ， 但 对 我 来 说 ， 欲 望 比 大 多 数 人 燃 烧 得 更 强 烈 。 
str_npc7_backstory_a|我 幸 运 ？ 你 可 以 那 样 说 。 
str_npc8_backstory_a|啊 。 好 的 ， 如 果 你 一 定 要 知 道 ， 我 会 告 诉 你 的 。 
str_npc9_backstory_a|致 以 我 最 谦 虚 和 真 诚 的 道 歉 ！ 我 不 知 道 这 里 有 什 么 规 矩 ， 也 不 知 道 如 何 分 辨 谁 是 主 人 或 仆 人 。 我 生 怕 别 人 知 道 这 是 我 第 一 次 出 远 门 。 
str_npc10_backstory_a|这 是 个 很 长 的 故 事 ， 但 是 你 能 喝 一 杯 的 话 ， 我 将 很 愿 意 谈 谈 它 。 
str_npc11_backstory_a|嗯 ， {先 生 /女 士 } ， 说 来 话 长 。 。 。 
str_npc12_backstory_a|我 会 讲 给 你 听 的 ， 这 是 一 个 关 于 邪 恶 的 故 事 。 我 事 先 警 告 你 ， 免 得 因 为 你 暴 躁 的 脾 气 ， 被 故 事 里 的 内 容 激 怒 而 做 出 什 么 可 怕 的 事 情 。 
str_npc13_backstory_a|没 听 过 ？ 那 么 也 许 你 会 听 说 我 的 传 说 ， 一 位 来 自 遥 远 省 份 的 公 主 ？ 一 个 美 女 ， 她 的 脸 让 五 个 公 家 自 杀 了 ， 因 为 不 能 忍 受 没 有 她 的 生 活 ？ 
str_npc14_backstory_a|好 吧 ， 我 并 不 介 意 。 我 的 名 字 是 雪 斋 
str_npc15_backstory_a|我 是 一 名 武 士 ， 专 门 研 究 剑 和 弓 的 艺 术 。 如 果 你 需 要 一 支 箭 射 进 敌 人 的 眼 睛 ， 我 可 以 做 到 。 如 果 你 需 要 斩 首 ， 我 也 可 以 ， 仅 刀 出 鞘 一 瞬 便 可 。 但 如 果 你 需 要 把 我 的 头 砍 掉 ， 那 还 是 做 不 到 的 ， 除 非 你 想 变 得 和 那 些 敌 人 一 样 。 
str_npc16_backstory_a|好 吧 {先 生 /夫 人 }， 从 有 记 忆 以 来 ， 我 一 直 就 有 战 斗 上 的 弱 点 ， 这 也 会 往 往 会 让 我 处 于 险 境 。 
str_npc17_backstory_a|当 我 放 屁 ， 我 只 是 心 情 不 好 。 要 知 道 ， 我 以 前 在 朝 鲜 当 一 名 官 员 ， 但 我 被 流 放 了 。 原 因 就 是 我 内 些 叛 国 的 同 族 ， 不 同 意 我 的 观 点 ， 觉 得 在 明 朝 的 掌 控 下 我 们 依 然 活 的 很 好 。 但 他 们 并 没 有 看 到 明 朝 强 加 在 我 们 身 上 的 一 切 ， 我 们 必 须 摆 脱 大 明 的 控 制 ， 摆 脱 一 切 枷 锁 。 
str_npc18_backstory_a|啊 ， 我 就 是 问 问 ， 因 为 你 永 远 猜 不 到 。 俺 呢 来 自 蒙 古 ， 对 对 ， 是 离 这 里 不 远 ， 但 是 我 是 从 东 边 跟 西 班 牙 人 一 起 过 来 的 。 我 成 年 以 后 ， 厌 倦 了 每 天 放 羊 的 生 活 ， 所 以 离 开 了 家 云 游 天 下 
str_npc19_backstory_a|你 是 在 说 你 好 对 吗 ？ . . . 你 是 . . .  第 一 个 懂 我 意 思 的 人 . . .  我 的 意 思 是 多 亏 了 我 的 老 朋 友 淳 一 郎 我 的 日 语 才 这 么 流 利 ， 但 你 真 的 理 解 我 说 的 话 了 . . .
str_npc20_backstory_a|哦 ， 这 最 好 是 开 玩 笑 。 我 将 独 身 一 人 ， 你 明 白 吗 ？ 
str_npc21_backstory_a|我 是 外 国 人 ， 你 可 能 已 经 看 出 来 了 。 我 的 家 乡 是 宿 务 ， 西 班 牙 人 称 之 为 菲 律 宾 群 岛 。 我 曾 经 是 帕 图 斯 国 王 的 一 名 水 手 ， 当 时 我 的 船 被 摩 鹿 加 海 盗 拦 住 ， 我 被 俘 成 了 奴 隶 。 他 们 把 我 卖 给 了 印 度 西 部 的 蛮 子 
str_npc22_backstory_a|你 说 的 对 ， 倭 人 。 咱 不 是 什 么 熊 袭 ， 琉 球 ， 虾 夷 或 者 和 咱 长 得 差 不 多 的 阿 努 伊 人 ， 咱 就 是 当 初 奥 州 藤 原 氏 平 泉 城 破 之 日 逃 离 出 来 的 夷 族 领 主 的 第 1 8 代 玄 孙 女 。 
str_npc23_backstory_a|啊 ， 我 看 出 来 了 ， 你 也 是 个 冒 险 家 。 我 是 理 查 德 上 尉 ， 曾 服 役 于 联 邦 骑 兵 。 如 今 我 来 到 这 个 奇 妙 的 国 度 ， 听 闻 此 地 机 遇 颇 多 ， 我 意 图 从 中 获 利 。 
str_npc1_backstory_b|几 代 人 以 来 ， 我 的 家 族 一 直 是 一 个 小 武 士 家 族 的 世 袭 家 臣 。 8 年 来 ， 我 作 为 一 名 普 通 步 兵 跟 随 该 国 参 战 。 
str_npc2_backstory_b|我 来 自 西 行 家 族 的 一 个 家 臣 家 庭 。 不 久 前 的 某 一 天 祖 父 失 踪 了 ， 我 便 开 始 一 个 人 撑 起 整 个 家 ， 尽 管 我 的 年 龄 还 很 小 。 在 我 因 为 经 验 不 足 而 屡 屡 犯 错 后 ， 女 主 人 让 我 滚 回 了 家 
str_npc3_backstory_b|我 最 早 来 自 英 国 ， 但 是 我 是 坐 着 一 艘 荷 兰 人 的 船 来 到 这 里 的 ， 它 在 太 平 洋 失 去 了 方 向 后 搁 浅 了 。 等 我 们 漂 到 这 的 时 候 ， 活 下 来 的 还 有 九 个 人 ， 走 运 的 是 找 到 我 们 的 是 西 班 牙 的 一 位 牧 师 而 不 是 日 本 人 。 但 我 一 向 没 什 么 好 运 ， 他 向 当 地 大 名 诬 告 我 们 是 海 盗 ， 把 我 们 送 进 了 监 狱 。 多 亏 仁 慈 的 大 名 明 察 是 非 ， 驱 逐 了 那 些 天 主 教 徒 ， 把 我 们 又 放 了 出 来 。 我 以 技 术 顾 问 的 身 份 为 他 服 务 ， 帮 助 他 建 造 了 一 艘 现 代 帆 船 。 好 景 不 长 ， 在 他 征 服 大 海 之 前 ， 他 先 被 陆 地 征 服 了 ， 切 腹 自 杀 。 打 败 他 的 大 名 觉 得 我 这 种 人 毫 无 用 处 ， 便 没 杀 我 ， 从 那 以 后 我 就 一 直 在 日 本 游 荡 
str_npc4_backstory_b|就 像 我 家 里 的 所 有 男 性 ， 我 来 到 北 方 ， 是 为 了 在 剑 术 方 面 成 名 ， 然 后 回 家 继 承 手 艺 。 不 幸 的 是 这 些 国 家 的 官 家 对 《 武 士 法 典 》 都 没 什 么 研 究 。 把 我 当 作 强 盗 和 土 匪 ， 还 悬 赏 我 的 脑 袋 ， 这 对 一 个 冒 险 的 人 士 是 非 常 不 公 平 的 诽 谤 ， 你 也 一 定 会 赞 同 。 
str_npc5_backstory_b|在 每 个 人 都 还 记 得 的 岁 月 里 ， 我 的 家 人 就 一 直 靠 为 与 贵 国 贸 易 以 及 提 供 船 员 和 船 长 为 生 。 然 后 ， 皇 上 突 然 禁 止 了 所 有 海 外 航 运 。 那 是 一 百 多 年 前 的 事 了 ， 但 这 并 不 重 要 ， 简 单 的 法 子 行 不 通 了 。 我 们 家 桌 子 上 依 然 摆 的 是 山 珍 海 味 ， 不 知 从 哪 里 变 出 来 的 。 那 个 在 我 们 家 买 卖 分 一 杯 羹 的 狗 官 背 叛 了 我 们 ， 我 们 全 家 因 私 造 大 船 与 番 国 买 卖 ， 被 捕 入 狱 。 我 拼 死 抵 抗 ， 才 得 以 身 全 ， 现 在 这 船 上 只 剩 下 我 一 人 了 
str_npc6_backstory_b|我 来 自 朝 廷 里 的 公 家 ， 我 的 丈 夫 是 天 皇 的 侍 从 。 然 而 他 为 求 功 德 圆 满 ， 准 备 去 四 国 8 8 寺 朝 圣 ， 这 一 去 就 再 也 没 有 回 来 ， 我 这 才 离 开 家 准 备 去 看 看 他 怎 么 了 
str_npc7_backstory_b|接 受 决 斗 就 是 我 厄 运 的 开 始 ， 这 都 是 命 。 我 下 定 决 心 去 参 加 决 斗 时 ， 迟 到 了 几 个 时 辰 ， 我 对 手 的 随 从 因 为 我 的 不 尊 重 而 大 发 雷 霆 。 厄 运 如 期 而 至 ， 我 赢 得 了 战 斗 ， 代 价 就 是 被 那 些 渴 望 食 我 肉 寝 我 皮 的 追 随 者 撵 到 天 涯 海 角 。 
str_npc8_backstory_b|我 来 自 欧 洲 法 国 和 西 班 牙 之 间 的 纳 瓦 拉 王 国 的 一 个 传 统 家 庭 。 我 是 圣 母 教 会 的 传 教 士 ， 在 耶 稣 会 中 ， 你 可 能 知 道 它 更 常 见 的 名 字 ， 并 了 解 它 。 我 一 生 的 大 部 分 时 间 都 在 冒 着 死 亡 的 危 险 向 全 世 界 传 播 我 们 主 的 话 语 。 我 已 经 在 日 本 待 了 很 多 年 了 ， 但 与 我 在 美 洲 和 印 度 的 工 作 相 比 ， 我 的 进 步 是 缓 慢 的 。 我 知 道 这 一 定 是 藩 与 藩 之 间 的 战 争 和 不 稳 定 给 我 带 来 了 麻 烦 ， 但 我 忍 不 住 感 到 沮 丧 。 
str_npc9_backstory_b|我 来 自 京 都 的 贵 族 家 庭 ， 我 们 的 级 别 不 是 很 高 ， 但 公 家 毕 竟 是 公 家 。 但 我 父 亲 不 久 就 死 了 ， 我 们 的 母 亲 为 了 保 障 我 们 的 未 来 选 择 了 再 婚 ， 可 以 理 解 。 但 不 幸 的 是 ， 她 的 新 丈 夫 是 一 个 最 卑 鄙 ， 最 粗 俗 的 武 士 ， 他 娶 了 很 多 个 小 妾 。 虽 然 我 母 亲 是 刚 入 门 那 个 ， 但 她 的 地 位 却 是 最 高 的 。 我 们 被 其 它 女 人 视 作 眼 中 钉 肉 中 刺 。 其 中 一 位 年 长 的 妻 子 认 为 ， 我 的 存 在 会 让 她 的 儿 子 失 去 地 位 。 她 不 能 明 着 来 就 来 阴 的 ， 前 几 天 我 把 家 里 给 我 留 的 一 碗 饭 喂 给 了 我 的 狗 ， 它 哀 嚎 着 死 去 。 我 去 指 责 那 位 妻 子 ， 但 继 父 却 拒 绝 相 信 我 ， 并 让 我 滚 出 他 的 家 。 
